UDI, Qualidade, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida, TipoDefalha
416, Baixa, 24, 35, 1511, 42.8, 209, 0, SemFalha
417, Baixa, 24, 25, 1495, 37.8, 211, 0, SemFalha
418, Baixa, 24, 25, 1394, 50.1, 213, 0, SemFalha
419, Baixa, 24, 25, 2151, 17.7, 0, 0, SemFalha
420, Media, 24, 15, 1501, 38.2, 2, 0, SemFalha
421, Media, 24, 15, 1301, 39.6, 5, 0, SemFalha
422, Media, 24, 15, 1657, 31.1, 8, 0, SemFalha
423, Baixa, 24, 15, 1333, 55.2, 11, 0, SemFalha
424, Baixa, 24, 15, 1484, 43.9, 13, 0, SemFalha
425, Baixa, 24, 15, 1430, 45.7, 15, 0, SemFalha
426, Media, 24, 15, 1665, 28.9, 17, 0, SemFalha
427, Baixa, 24, 25, 1501, 44.9, 20, 0, SemFalha
428, Media, 24, 35, 1496, 42.2, 22, 0, SemFalha
429, Media, 24, 45, 1595, 36.9, 25, 0, SemFalha
430, Baixa, 24, 35, 1208, 62.3, 28, 0, SemFalha
431, Baixa, 24, 35, 1596, 37.1, 30, 0, SemFalha
432, Baixa, 24, 35, 1446, 41.9, 32, 0, SemFalha
433, Media, 24, 45, 1466, 39.7, 34, 0, SemFalha
434, Media, 24, 45, 1848, 23.7, 37, 0, SemFalha
435, Media, 24, 35, 1484, 44.7, 40, 0, SemFalha
436, Baixa, 24, 25, 1493, 41.2, 43, 0, SemFalha
437, Baixa, 24, 15, 1504, 36.3, 45, 0, SemFalha
438, Baixa, 24, 15, 1538, 38.5, 47, 0, SemFalha
439, Baixa, 24, 25, 1341, 52.2, 49, 0, SemFalha
440, Media, 24, 25, 1535, 34.6, 51, 0, SemFalha
441, Baixa, 24, 25, 1389, 39.2, 54, 0, SemFalha
442, Alta, 24, 35, 1393, 46.6, 56, 0, SemFalha
443, Baixa, 24, 25, 1399, 61.5, 61, 1, Alimentacao
444, Alta, 24, 25, 1469, 45.1, 63, 0, SemFalha
445, Baixa, 24, 25, 1582, 37.2, 68, 0, SemFalha
446, Baixa, 24, 35, 1793, 26.7, 70, 0, SemFalha
447, Baixa, 24, 35, 1452, 39, 72, 0, SemFalha
448, Media, 24, 45, 1376, 59.9, 74, 0, SemFalha
449, Baixa, 24, 35, 1552, 44.9, 77, 0, SemFalha
450, Baixa, 24, 45, 1622, 37.9, 79, 0, SemFalha
451, Media, 24, 45, 1419, 41.7, 81, 0, SemFalha
452, Alta, 24, 35, 1440, 46.1, 84, 0, SemFalha
453, Media, 24, 25, 1643, 31, 89, 0, SemFalha
454, Baixa, 24, 25, 1510, 36.2, 92, 0, SemFalha
455, Baixa, 24, 25, 1468, 46.6, 94, 0, SemFalha
456, Baixa, 24, 25, 1429, 57.4, 96, 0, SemFalha
457, Alta, 24, 15, 1478, 47.6, 98, 0, SemFalha
458, Baixa, 24, 25, 1276, 53.6, 103, 0, SemFalha
459, Baixa, 24, 15, 1486, 42.6, 105, 0, SemFalha
460, Baixa, 24, 25, 1476, 42.3, 107, 0, SemFalha
461, Alta, 24, 15, 1431, 42, 109, 0, SemFalha
462, Baixa, 24, 25, 1402, 40.2, 114, 0, SemFalha
463, Baixa, 24, 25, 1433, 43.4, 116, 0, SemFalha
464, Baixa, 24, 25, 2874, 4.2, 118, 1, Alimentacao
465, Baixa, 24, 15, 1511, 35.7, 120, 0, SemFalha
466, Media, 24, 15, 1456, 42.9, 122, 0, SemFalha
467, Baixa, 24, 5, 1550, 41.5, 125, 0, SemFalha
468, Baixa, 24, 5, 2182, 16.5, 127, 0, SemFalha
469, Baixa, 24, 15, 1619, 31.6, 129, 0, SemFalha
470, Media, 24, 15, 1586, 32.7, 131, 0, SemFalha
471, Alta, 24, 15, 1499, 44.2, 134, 0, SemFalha
472, Alta, 24, 15, 1419, 42.4, 139, 0, SemFalha
473, Media, 24, 25, 1497, 41.8, 144, 0, SemFalha
474, Media, 24, 25, 1520, 37, 147, 0, SemFalha
475, Baixa, 24, 25, 1478, 49.8, 150, 0, SemFalha
476, Baixa, 24, 25, 1380, 41.1, 152, 0, SemFalha
477, Baixa, 24, 25, 1570, 37.9, 154, 0, SemFalha
478, Alta, 24, 25, 1468, 41.4, 156, 0, SemFalha
479, Baixa, 24, 25, 1833, 22.6, 161, 0, SemFalha
480, Media, 24, 25, 1323, 57.3, 163, 0, SemFalha
481, Baixa, 24, 25, 1583, 32, 166, 0, SemFalha
482, Media, 24, 15, 1556, 39.5, 168, 0, SemFalha
483, Baixa, 24, 15, 1548, 37.4, 171, 0, SemFalha
484, Baixa, 24, 25, 1324, 56.9, 173, 0, SemFalha
485, Baixa, 24, 25, 1568, 33.7, 175, 0, SemFalha
486, Media, 24, 25, 1685, 30.7, 177, 0, SemFalha
487, Media, 24, 25, 1582, 35.9, 180, 0, SemFalha
488, Media, 24, 25, 1463, 35, 183, 0, SemFalha
489, Baixa, 24, 25, 1584, 42.8, 186, 0, SemFalha
490, Media, 24, 35, 1347, 55.8, 188, 0, SemFalha
491, Baixa, 24, 25, 1459, 37.9, 191, 0, SemFalha
492, Baixa, 24, 25, 1420, 45.6, 193, 0, SemFalha
493, Baixa, 24, 35, 1404, 43.5, 195, 0, SemFalha
494, Baixa, 24, 35, 1470, 38.8, 197, 0, SemFalha
495, Baixa, 24, 45, 1326, 49.8, 199, 0, SemFalha
496, Alta, 24, 35, 1459, 49.7, 201, 0, SemFalha
497, Media, 24, 35, 1530, 40, 206, 0, SemFalha
498, Baixa, 24, 25, 1505, 39.2, 209, 0, SemFalha
499, Baixa, 24, 35, 1611, 30.2, 211, 0, SemFalha
500, Baixa, 24, 35, 1515, 35.1, 213, 0, SemFalha
501, Media, 24, 35, 1804, 27.4, 215, 0, SemFalha
502, Media, 24, 45, 1464, 46.2, 218, 0, SemFalha
503, Baixa, 24, 45, 1390, 43.3, 221, 0, SemFalha
504, Media, 24, 45, 1442, 48.1, 0, 0, SemFalha
505, Media, 24, 45, 1529, 41.9, 3, 0, SemFalha
506, Baixa, 24, 45, 1610, 35, 6, 0, SemFalha
507, Baixa, 24, 45, 1543, 34.3, 8, 0, SemFalha
508, Alta, 24, 65, 1445, 48.2, 10, 0, SemFalha
509, Baixa, 24, 55, 1893, 24.6, 15, 0, SemFalha
510, Media, 24, 45, 1415, 41.3, 17, 0, SemFalha
511, Baixa, 24, 35, 1564, 37.5, 20, 0, SemFalha
512, Baixa, 24, 35, 1479, 39.4, 22, 0, SemFalha
513, Baixa, 24, 35, 1426, 44.8, 24, 0, SemFalha
514, Baixa, 24, 25, 1428, 38.8, 26, 0, SemFalha
515, Baixa, 24, 25, 1620, 33.2, 28, 0, SemFalha
516, Baixa, 24, 35, 1715, 28, 30, 0, SemFalha
517, Baixa, 24, 35, 1732, 29.9, 32, 0, SemFalha
518, Media, 24, 35, 1391, 58.2, 34, 0, SemFalha
519, Baixa, 24, 45, 1924, 20.6, 37, 0, SemFalha
520, Media, 24, 55, 2027, 19.8, 39, 0, SemFalha
521, Baixa, 24, 45, 1617, 36.2, 42, 0, SemFalha
522, Baixa, 24, 35, 1497, 35.8, 44, 0, SemFalha
523, Media, 24, 35, 1448, 43.7, 46, 0, SemFalha
524, Baixa, 24, 25, 1401, 45.9, 49, 0, SemFalha
525, Baixa, 24, 25, 1620, 35.4, 51, 0, SemFalha
526, Baixa, 24, 25, 1466, 45.5, 53, 0, SemFalha
527, Baixa, 24, 45, 1373, 50.6, 55, 0, SemFalha
528, Media, 24, 45, 1592, 35.8, 57, 0, SemFalha
529, Media, 24, 35, 1553, 42.4, 60, 0, SemFalha
530, Baixa, 24, 45, 1569, 36.2, 63, 0, SemFalha
531, Media, 24, 45, 1709, 32.2, 65, 0, SemFalha
532, Baixa, 24, 45, 1549, 34.9, 68, 0, SemFalha
533, Baixa, 24, 35, 1443, 45.4, 70, 0, SemFalha
534, Baixa, 24, 35, 1675, 29.8, 72, 0, SemFalha
535, Baixa, 24, 35, 1623, 33.4, 74, 0, SemFalha
536, Alta, 24, 25, 1365, 52.4, 76, 0, SemFalha
537, Baixa, 24, 25, 1759, 24.8, 81, 0, SemFalha
538, Alta, 24, 25, 1516, 43, 83, 0, SemFalha
539, Media, 24, 25, 1499, 36.8, 88, 0, SemFalha
540, Media, 24, 25, 1775, 25.8, 91, 0, SemFalha
541, Baixa, 24, 25, 1473, 45.5, 94, 0, SemFalha
542, Baixa, 24, 25, 1296, 52.3, 96, 0, SemFalha
543, Baixa, 24, 35, 1803, 24.7, 98, 0, SemFalha
544, Alta, 24, 35, 1563, 36.1, 100, 0, SemFalha
545, Media, 24, 35, 1831, 26.6, 105, 0, SemFalha
546, Baixa, 24, 45, 1958, 22.1, 108, 0, SemFalha
547, Baixa, 24, 35, 1809, 24.3, 110, 0, SemFalha
548, Media, 24, 35, 1482, 39.3, 112, 0, SemFalha
549, Baixa, 24, 25, 1332, 53.2, 115, 0, SemFalha
550, Baixa, 24, 25, 1437, 40.4, 117, 0, SemFalha
551, Baixa, 24, 25, 1698, 29.4, 119, 0, SemFalha
552, Baixa, 24, 25, 1274, 54.3, 121, 0, SemFalha
553, Media, 24, 25, 1622, 35, 123, 0, SemFalha
554, Media, 24, 25, 1564, 36, 126, 0, SemFalha
555, Alta, 24, 35, 1368, 45.3, 129, 0, SemFalha
556, Media, 24, 25, 1539, 42.2, 134, 0, SemFalha
557, Baixa, 24, 35, 1357, 50.1, 137, 0, SemFalha
558, Media, 24, 35, 1433, 48.3, 139, 0, SemFalha
559, Baixa, 24, 35, 1650, 34.6, 142, 0, SemFalha
560, Baixa, 24, 35, 1503, 40.6, 144, 0, SemFalha
561, Baixa, 24, 35, 1318, 58.2, 146, 0, SemFalha
562, Media, 24, 35, 1678, 34.4, 148, 0, SemFalha
563, Baixa, 24, 45, 1574, 30.9, 151, 0, SemFalha
564, Baixa, 24, 55, 1529, 35.2, 153, 0, SemFalha
565, Alta, 24, 45, 1669, 32.1, 155, 0, SemFalha
566, Alta, 24, 55, 1570, 35.8, 160, 0, SemFalha
567, Media, 24, 45, 1541, 33.7, 165, 0, SemFalha
568, Media, 24, 55, 1680, 30.2, 168, 0, SemFalha
569, Baixa, 24, 65, 1935, 22.1, 171, 0, SemFalha
570, Media, 24, 55, 1596, 35.2, 173, 0, SemFalha
571, Baixa, 24, 55, 1498, 41, 176, 0, SemFalha
572, Media, 24, 65, 1676, 29, 178, 0, SemFalha
573, Baixa, 24, 65, 1351, 49, 181, 0, SemFalha
574, Baixa, 24, 75, 1472, 45, 183, 0, SemFalha
575, Media, 24, 75, 1439, 41.7, 185, 0, SemFalha
576, Media, 24, 75, 1410, 55.4, 188, 0, SemFalha
577, Alta, 24, 55, 1440, 51.1, 191, 0, SemFalha
578, Baixa, 24, 55, 1591, 37.7, 196, 0, SemFalha
579, Baixa, 24, 65, 1533, 36.8, 198, 0, SemFalha
580, Media, 24, 65, 1700, 31.3, 200, 0, SemFalha
581, Media, 24, 65, 1798, 25.5, 203, 0, SemFalha
582, Baixa, 24, 65, 1394, 42.9, 206, 0, SemFalha
583, Baixa, 24, 65, 1341, 49.2, 208, 0, SemFalha
584, Alta, 24, 55, 1697, 32.2, 210, 0, SemFalha
585, Alta, 24, 45, 1419, 48.2, 215, 0, SemFalha
586, Baixa, 24, 45, 2001, 20.5, 220, 0, SemFalha
587, Baixa, 24, 45, 1501, 49.8, 222, 1, Sobrecarga
588, Alta, 24, 45, 1623, 33.1, 224, 0, SemFalha
589, Baixa, 24, 45, 1628, 33.4, 229, 0, SemFalha
590, Baixa, 24, 45, 1491, 40.2, 231, 0, SemFalha
591, Baixa, 24, 35, 1517, 36.7, 233, 0, SemFalha
592, Alta, 24, 35, 1525, 41.7, 235, 0, SemFalha
593, Alta, 24, 35, 1668, 27.9, 240, 0, SemFalha
594, Baixa, 24, 35, 1312, 50.7, 0, 0, SemFalha
595, Alta, 24, 45, 1278, 50.4, 2, 0, SemFalha
596, Media, 24, 45, 1330, 53.1, 7, 0, SemFalha
597, Media, 24, 45, 1530, 37.3, 10, 0, SemFalha
598, Alta, 24, 45, 1428, 46.6, 13, 0, SemFalha
599, Baixa, 24, 55, 1480, 47.9, 18, 0, SemFalha
600, Alta, 24, 55, 1616, 31.1, 20, 0, SemFalha
601, Baixa, 24, 65, 1547, 37.3, 25, 0, SemFalha
602, Baixa, 24, 75, 2194, 16.8, 27, 0, SemFalha
603, Baixa, 24, 75, 2000, 21.3, 29, 0, SemFalha
604, Baixa, 24, 75, 1336, 71.6, 31, 1, Alimentacao
605, Baixa, 24, 75, 1542, 33.8, 33, 0, SemFalha
606, Media, 24, 75, 1693, 29.9, 35, 0, SemFalha
607, Baixa, 24, 75, 1461, 50.5, 38, 0, SemFalha
608, Media, 24, 85, 1565, 33.9, 40, 0, SemFalha
609, Baixa, 24, 85, 1403, 47.7, 43, 0, SemFalha
610, Baixa, 24, 95, 1629, 32.5, 45, 0, SemFalha
611, Baixa, 24, 95, 1534, 33.7, 47, 0, SemFalha
612, Baixa, 24, 95, 1553, 40.9, 49, 0, SemFalha
613, Baixa, 24, 95, 1563, 32.8, 51, 0, SemFalha
614, Baixa, 24, 95, 1634, 30, 53, 0, SemFalha
615, Media, 24, 85, 1445, 45.2, 55, 0, SemFalha
616, Baixa, 24, 95, 1642, 30.4, 58, 0, SemFalha
617, Alta, 24, 95, 1686, 29.1, 60, 0, SemFalha
618, Media, 24, 95, 1393, 43.1, 65, 0, SemFalha
619, Alta, 25, 5, 1433, 44.2, 68, 0, SemFalha
620, Baixa, 25, 15, 1507, 44.7, 73, 0, SemFalha
621, Media, 25, 15, 1389, 49.6, 75, 0, SemFalha
622, Baixa, 25, 15, 1408, 45.3, 78, 0, SemFalha
623, Media, 25, 25, 1725, 32, 80, 0, SemFalha
624, Baixa, 25, 25, 1926, 23.7, 83, 0, SemFalha
625, Alta, 25, 15, 1509, 37.6, 85, 0, SemFalha
626, Baixa, 25, 15, 1545, 36.3, 90, 0, SemFalha
627, Baixa, 25, 25, 1533, 35.2, 92, 0, SemFalha
628, Baixa, 25, 25, 1455, 42.2, 94, 0, SemFalha
629, Media, 25, 25, 1335, 57.8, 96, 0, SemFalha
630, Baixa, 25, 15, 1523, 45.9, 99, 0, SemFalha
631, Baixa, 25, 15, 1460, 47.6, 101, 0, SemFalha
632, Baixa, 25, 25, 1554, 37.3, 103, 0, SemFalha
633, Alta, 25, 15, 1419, 47.1, 105, 0, SemFalha
634, Baixa, 25, 15, 1442, 43.9, 110, 0, SemFalha
635, Baixa, 25, 15, 1507, 41.6, 112, 0, SemFalha
636, Baixa, 25, 15, 1858, 23.9, 114, 0, SemFalha
637, Baixa, 25, 15, 1463, 43.9, 116, 0, SemFalha
638, Baixa, 25, 5, 1585, 37.4, 118, 0, SemFalha
639, Baixa, 24, 85, 1536, 37.3, 120, 0, SemFalha
640, Baixa, 24, 85, 1403, 51.3, 122, 0, SemFalha
641, Media, 24, 75, 1515, 38.8, 124, 0, SemFalha
642, Baixa, 24, 75, 1390, 47.9, 127, 0, SemFalha
643, Media, 24, 65, 1226, 58.7, 129, 0, SemFalha
644, Media, 24, 65, 1495, 36.5, 132, 0, SemFalha
645, Alta, 24, 55, 1608, 30.2, 135, 0, SemFalha
646, Baixa, 24, 55, 1392, 44.1, 140, 0, SemFalha
647, Media, 24, 55, 1461, 43.7, 142, 0, SemFalha
648, Baixa, 24, 55, 1559, 36.9, 145, 0, SemFalha
649, Alta, 24, 55, 1400, 48.9, 147, 0, SemFalha
650, Media, 24, 55, 1732, 28.8, 152, 0, SemFalha
651, Baixa, 24, 45, 1611, 33.1, 155, 0, SemFalha
652, Baixa, 24, 45, 1503, 38.9, 157, 0, SemFalha
653, Baixa, 24, 55, 1391, 44.5, 159, 0, SemFalha
654, Baixa, 24, 65, 2015, 20.1, 161, 0, SemFalha
655, Baixa, 24, 65, 1683, 30.9, 163, 0, SemFalha
656, Baixa, 24, 55, 1435, 38.8, 165, 0, SemFalha
657, Media, 24, 55, 1732, 28.1, 167, 0, SemFalha
658, Baixa, 24, 55, 1365, 58.6, 170, 0, SemFalha
659, Baixa, 24, 55, 1562, 36.8, 172, 0, SemFalha
660, Baixa, 24, 45, 1449, 49.1, 174, 0, SemFalha
661, Media, 24, 55, 1700, 27.4, 176, 0, SemFalha
662, Media, 24, 45, 1427, 45.6, 179, 0, SemFalha
663, Media, 24, 45, 1479, 38.1, 182, 0, SemFalha
664, Baixa, 24, 35, 1469, 44, 185, 0, SemFalha
665, Baixa, 24, 35, 1390, 47.4, 187, 0, SemFalha
666, Baixa, 24, 35, 1729, 28.1, 189, 0, SemFalha
667, Baixa, 24, 35, 1470, 43.5, 191, 0, SemFalha
668, Baixa, 24, 35, 1459, 48.5, 193, 0, SemFalha
669, Baixa, 24, 35, 1738, 24, 195, 0, SemFalha
670, Alta, 24, 35, 1471, 37.7, 197, 0, SemFalha
671, Baixa, 24, 45, 1822, 25.4, 202, 0, SemFalha
672, Baixa, 24, 35, 1554, 34.8, 204, 0, SemFalha
673, Media, 24, 45, 1433, 43.2, 206, 0, SemFalha
674, Baixa, 24, 45, 1449, 47.7, 209, 0, SemFalha
675, Baixa, 24, 65, 1456, 41.2, 0, 0, SemFalha
676, Media, 24, 65, 1424, 45.5, 2, 0, SemFalha
677, Alta, 24, 75, 1577, 34.7, 5, 0, SemFalha
678, Baixa, 24, 75, 1478, 39.7, 10, 0, SemFalha
679, Media, 24, 65, 1295, 61.2, 12, 0, SemFalha
680, Baixa, 24, 65, 1372, 47.3, 15, 0, SemFalha
681, Media, 24, 65, 1432, 42.6, 17, 0, SemFalha
682, Media, 24, 55, 1656, 33.2, 20, 0, SemFalha
683, Alta, 24, 65, 1410, 48.8, 23, 0, SemFalha
684, Baixa, 24, 55, 1874, 24.4, 28, 0, SemFalha
685, Baixa, 24, 55, 1538, 43.2, 30, 0, SemFalha
686, Media, 24, 55, 1636, 29.7, 32, 0, SemFalha
687, Media, 24, 55, 1504, 40.4, 35, 0, SemFalha
688, Media, 24, 55, 1531, 42.4, 38, 0, SemFalha
689, Alta, 24, 45, 1735, 26.4, 41, 0, SemFalha
690, Alta, 24, 45, 1354, 55.6, 46, 0, SemFalha
691, Alta, 24, 45, 1413, 40.2, 51, 0, SemFalha
692, Baixa, 24, 55, 1563, 39.3, 56, 0, SemFalha
693, Baixa, 24, 55, 1479, 42.1, 58, 0, SemFalha
694, Baixa, 24, 55, 1477, 38.3, 60, 0, SemFalha
695, Baixa, 24, 45, 1394, 50, 62, 0, SemFalha
696, Baixa, 24, 45, 1487, 45.4, 64, 0, SemFalha
697, Media, 24, 45, 1815, 25.3, 66, 0, SemFalha
698, Media, 24, 45, 1453, 39.7, 69, 0, SemFalha
699, Baixa, 24, 45, 1539, 40.2, 72, 0, SemFalha
700, Alta, 24, 35, 1416, 39.2, 74, 0, SemFalha
701, Media, 24, 45, 1683, 31.6, 79, 0, SemFalha
702, Baixa, 24, 55, 1515, 40.1, 82, 0, SemFalha
703, Media, 24, 55, 1531, 48.3, 84, 0, SemFalha
704, Alta, 24, 55, 1479, 40.9, 87, 0, SemFalha
705, Baixa, 24, 55, 1516, 33.7, 92, 0, SemFalha
706, Baixa, 24, 55, 1507, 38.2, 94, 0, SemFalha
707, Media, 24, 65, 1434, 43.3, 96, 0, SemFalha
708, Baixa, 24, 55, 1838, 27.3, 99, 0, SemFalha
709, Media, 24, 45, 1416, 45.9, 101, 0, SemFalha
710, Media, 24, 45, 1357, 49.7, 104, 0, SemFalha
711, Media, 24, 35, 1697, 28.1, 107, 0, SemFalha
712, Baixa, 24, 35, 1443, 46.2, 110, 0, SemFalha
713, Baixa, 24, 35, 1453, 37.6, 112, 0, SemFalha
714, Baixa, 24, 25, 1439, 46.4, 114, 0, SemFalha
715, Baixa, 24, 25, 1609, 36.2, 116, 0, SemFalha
716, Baixa, 24, 25, 1324, 59.1, 118, 0, SemFalha
717, Alta, 24, 25, 1420, 45.8, 120, 0, SemFalha
718, Baixa, 24, 25, 1545, 36.9, 125, 0, SemFalha
719, Baixa, 24, 35, 1477, 39, 127, 0, SemFalha
720, Baixa, 24, 25, 1447, 58.1, 129, 0, SemFalha
721, Baixa, 24, 25, 1809, 23.8, 131, 0, SemFalha
722, Baixa, 24, 35, 1696, 30.9, 133, 0, SemFalha
723, Baixa, 24, 35, 1427, 44.7, 135, 0, SemFalha
724, Media, 24, 25, 1500, 46.3, 137, 0, SemFalha
725, Baixa, 24, 35, 1390, 44.6, 140, 0, SemFalha
726, Baixa, 24, 25, 1640, 34.2, 142, 0, SemFalha
727, Media, 24, 25, 1628, 37.4, 144, 0, SemFalha
728, Alta, 24, 15, 1499, 37.6, 147, 0, SemFalha
729, Media, 24, 25, 1425, 50.3, 152, 0, SemFalha
730, Baixa, 24, 15, 1586, 37.7, 155, 0, SemFalha
731, Media, 24, 15, 1471, 50.7, 157, 0, SemFalha
732, Media, 24, 15, 1431, 53, 160, 0, SemFalha
733, Baixa, 24, 5, 1924, 22.1, 163, 0, SemFalha
734, Media, 23, 95, 1421, 42, 165, 0, SemFalha
735, Alta, 23, 85, 1305, 54.6, 168, 0, SemFalha
736, Baixa, 23, 75, 1557, 32.4, 173, 0, SemFalha
737, Baixa, 23, 75, 1555, 38.2, 175, 0, SemFalha
738, Alta, 23, 75, 1474, 39.2, 177, 0, SemFalha
739, Baixa, 23, 65, 1506, 45.9, 182, 0, SemFalha
740, Baixa, 23, 75, 1390, 41.8, 184, 0, SemFalha
741, Media, 23, 75, 1450, 46.9, 186, 0, SemFalha
742, Baixa, 23, 75, 1513, 38.8, 189, 0, SemFalha
743, Baixa, 23, 65, 1643, 34.7, 191, 0, SemFalha
744, Baixa, 23, 65, 1361, 53.8, 193, 0, SemFalha
745, Baixa, 23, 55, 1450, 40.9, 195, 0, SemFalha
746, Baixa, 23, 55, 1451, 50.7, 197, 0, SemFalha
747, Baixa, 23, 65, 1289, 62, 199, 1, Sobrecarga
748, Baixa, 23, 65, 1356, 48.3, 201, 0, SemFalha
749, Alta, 23, 55, 1528, 46.3, 203, 0, SemFalha
750, Baixa, 23, 45, 1978, 22.3, 208, 0, SemFalha
751, Baixa, 23, 55, 1535, 36.8, 210, 0, SemFalha
752, Media, 23, 65, 1843, 24.2, 212, 0, SemFalha
753, Baixa, 23, 75, 1422, 48.7, 215, 0, SemFalha
754, Baixa, 23, 65, 1536, 40.4, 217, 0, SemFalha
755, Media, 23, 75, 1483, 44.3, 219, 0, SemFalha
756, Alta, 23, 65, 1492, 43.7, 222, 0, SemFalha
757, Baixa, 23, 65, 1584, 40.4, 227, 0, SemFalha
758, Baixa, 23, 75, 1555, 33.7, 229, 0, SemFalha
759, Baixa, 23, 65, 1497, 41.7, 231, 0, SemFalha
760, Media, 23, 55, 1537, 36.3, 233, 0, SemFalha
761, Baixa, 23, 55, 1505, 39.4, 236, 0, SemFalha
762, Baixa, 23, 55, 1646, 34.6, 238, 0, SemFalha
763, Media, 23, 55, 1286, 60.5, 0, 0, SemFalha
764, Baixa, 23, 55, 1400, 47.5, 3, 0, SemFalha
765, Baixa, 23, 65, 1337, 56.5, 5, 0, SemFalha
766, Baixa, 23, 75, 1332, 53.9, 7, 0, SemFalha
767, Baixa, 23, 65, 1561, 38.3, 9, 0, SemFalha
768, Baixa, 23, 75, 1546, 31.1, 11, 0, SemFalha
769, Baixa, 23, 75, 1713, 29.3, 13, 0, SemFalha
770, Baixa, 23, 75, 1343, 44.5, 15, 0, SemFalha
771, Baixa, 23, 65, 1391, 54.4, 17, 0, SemFalha
772, Alta, 23, 65, 1311, 58.6, 19, 0, SemFalha
773, Alta, 23, 65, 1453, 51, 24, 0, SemFalha
774, Baixa, 23, 65, 1510, 39.4, 29, 0, SemFalha
775, Baixa, 23, 65, 1448, 48.8, 31, 0, SemFalha
776, Baixa, 23, 55, 1453, 46, 33, 0, SemFalha
777, Baixa, 23, 55, 1468, 39.2, 35, 0, SemFalha
778, Baixa, 23, 55, 1382, 47.5, 37, 0, SemFalha
779, Baixa, 23, 55, 1580, 32.2, 39, 0, SemFalha
780, Baixa, 23, 65, 1666, 29.8, 41, 0, SemFalha
781, Media, 23, 75, 1409, 50.7, 43, 0, SemFalha
782, Baixa, 23, 65, 1675, 29.7, 46, 0, SemFalha
783, Baixa, 23, 65, 1698, 30.8, 48, 0, SemFalha
784, Alta, 23, 55, 1579, 33.4, 50, 0, SemFalha
785, Baixa, 23, 55, 1743, 27.9, 55, 0, SemFalha
786, Media, 23, 75, 1497, 44.8, 57, 0, SemFalha
787, Baixa, 23, 75, 1741, 28.8, 60, 0, SemFalha
788, Baixa, 23, 75, 1435, 45.3, 62, 0, SemFalha
789, Media, 23, 75, 1440, 46.3, 64, 0, SemFalha
790, Media, 23, 75, 1641, 33.3, 67, 0, SemFalha
791, Baixa, 23, 65, 1420, 45.4, 70, 0, SemFalha
792, Baixa, 23, 65, 1611, 35.4, 72, 0, SemFalha
793, Baixa, 23, 65, 1373, 42.9, 74, 0, SemFalha
794, Media, 23, 65, 1683, 31.8, 76, 0, SemFalha
795, Alta, 23, 75, 1547, 32.6, 79, 0, SemFalha
796, Baixa, 23, 75, 1605, 37, 84, 0, SemFalha
797, Media, 23, 75, 2010, 18.9, 86, 0, SemFalha
798, Baixa, 23, 65, 1565, 40.1, 89, 0, SemFalha
799, Media, 23, 75, 1828, 24.6, 91, 0, SemFalha
800, Media, 23, 85, 1579, 34.1, 94, 0, SemFalha
801, Media, 23, 85, 1882, 24.2, 97, 0, SemFalha
802, Baixa, 23, 75, 1285, 52.1, 100, 0, SemFalha
803, Baixa, 23, 75, 1571, 35, 102, 0, SemFalha
804, Alta, 23, 75, 1549, 37.8, 104, 0, SemFalha
805, Media, 23, 75, 1544, 37.6, 109, 0, SemFalha
806, Media, 23, 85, 1412, 47.4, 112, 0, SemFalha
807, Media, 23, 85, 1422, 53, 115, 0, SemFalha
808, Baixa, 23, 85, 1867, 22.8, 118, 0, SemFalha
809, Baixa, 23, 75, 1424, 43.3, 120, 0, SemFalha
810, Baixa, 23, 75, 1452, 45.7, 122, 0, SemFalha
811, Baixa, 23, 75, 1550, 39.7, 124, 0, SemFalha
812, Baixa, 23, 65, 1588, 37.6, 126, 0, SemFalha
813, Baixa, 23, 65, 1338, 44.4, 128, 0, SemFalha
814, Baixa, 23, 65, 1513, 40, 130, 0, SemFalha
815, Media, 23, 65, 1470, 45.9, 132, 0, SemFalha
816, Media, 23, 65, 1516, 36.7, 135, 0, SemFalha
817, Baixa, 23, 65, 1434, 48.3, 138, 0, SemFalha
818, Baixa, 23, 65, 1368, 52, 140, 0, SemFalha
819, Baixa, 23, 65, 1304, 48.7, 142, 0, SemFalha
820, Baixa, 23, 65, 1398, 46.7, 144, 0, SemFalha
821, Baixa, 23, 55, 1516, 37.4, 146, 0, SemFalha
822, Baixa, 23, 55, 1474, 41.7, 148, 0, SemFalha
823, Media, 23, 55, 1547, 34.7, 150, 0, SemFalha
824, Media, 23, 45, 1482, 39.9, 153, 0, SemFalha
825, Baixa, 23, 45, 1436, 42.8, 156, 0, SemFalha
826, Baixa, 23, 45, 1474, 40, 158, 0, SemFalha
827, Baixa, 23, 35, 1481, 38.2, 160, 0, SemFalha
828, Baixa, 23, 35, 1501, 42.1, 162, 0, SemFalha
829, Baixa, 23, 35, 1566, 37.2, 164, 0, SemFalha
830, Baixa, 23, 35, 1579, 34.5, 166, 0, SemFalha
831, Baixa, 23, 45, 1631, 35, 168, 0, SemFalha
832, Media, 23, 45, 1544, 42.3, 170, 0, SemFalha
833, Baixa, 23, 45, 1521, 38.6, 173, 0, SemFalha
834, Baixa, 23, 45, 1616, 28, 175, 0, SemFalha
