UDI, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida
780,23,65,1666, 29.8,41,0
781,23,75,1409, 50.7,43,0
782,23,65,1675, 29.7,46,0
783,23,65,1698, 30.8,48,0
784,23,55,1579, 33.4,50,0
785,23,55,1743, 27.9,55,0
786,23,75,1497, 44.8,57,0
787,23,75,1741, 28.8,60,0
788,23,75,1435, 45.3,62,0
789,23,75,1440, 46.3,64,0
790,23,75,1641, 33.3,67,0
791,23,65,1420, 45.4,70,0
792,23,65,1611, 35.4,72,0
793,23,65,1373, 42.9,74,0
794,23,65,1683, 31.8,76,0
795,23,75,1547, 32.6,79,0
796,23,75,1605,37,84,0
797,23,75,2010, 18.9,86,0
798,23,65,1565, 40.1,89,0
799,23,75,1828, 24.6,91,0
800,23,85,1579, 34.1,94,0
801,23,85,1882, 24.2,97,0
802,23,75,1285, 52.1,100,0
803,23,75,1571,35,102,0
804,23,75,1549, 37.8,104,0
805,23,75,1544, 37.6,109,0
806,23,85,1412, 47.4,112,0
807,23,85,1422,53,115,0
808,23,85,1867, 22.8,118,0
809,23,75,1424, 43.3,120,0
810,23,75,1452, 45.7,122,0
811,23,75,1550, 39.7,124,0
812,23,65,1588, 37.6,126,0
813,23,65,1338, 44.4,128,0
814,23,65,1513,40,130,0
815,23,65,1470, 45.9,132,0
816,23,65,1516, 36.7,135,0
817,23,65,1434, 48.3,138,0
818,23,65,1368,52,140,0
819,23,65,1304, 48.7,142,0
820,23,65,1398, 46.7,144,0
821,23,55,1516, 37.4,146,0
822,23,55,1474, 41.7,148,0
823,23,55,1547, 34.7,150,0
824,23,45,1482, 39.9,153,0
825,23,45,1436, 42.8,156,0
826,23,45,1474,40,158,0
827,23,35,1481, 38.2,160,0
828,23,35,1501, 42.1,162,0
829,23,35,1566, 37.2,164,0
830,23,35,1579, 34.5,166,0
831,23,45,1631,35,168,0
832,23,45,1544, 42.3,170,0
833,23,45,1521, 38.6,173,0
834,23,45,1616,28,175,0
835,23,45,1333, 50.2,177,0
836,23,55,1533, 32.5,182,0
837,23,45,1368, 45.1,185,0
838,23,45,1465, 47.8,187,0
839,23,45,1406, 41.5,189,0
840,23,35,1565, 43.5,194,0
841,23,45,1582, 37.9,197,0
842,23,45,1439, 45.5,199,0
843,23,45,1566,35,201,0
844,23,45,1485, 42.7,204,0
845,23,35,1566, 35.1,206,0
846,23,15,1439, 41.5,208,0
847,23,25,1416,50,210,0
848,23,25,2833, 5.6,213,1
849,23,15,1465, 47.1,215,0
850,23,25,1586, 35.5,0,0
851,23,15,1567, 31.4,5,0
852,23,5,1389, 48.6,7,0
853,23,15,1368, 49.5,10,0
854,23,15,1444,49,13,0
855,23,15,1498, 41.6,15,0
856,22,95,1615, 30.8,18,0
857,22,95,1898, 22.7,20,0
858,22,95,1350, 53.3,22,0
859,23,5,1516, 37.6,25,0
860,23,5,1542, 40.6,28,0
861,22,95,1541, 32.6,33,0
862,22,95,1951, 23.3,38,0
863,22,95,1645,31,41,0
864,22,85,1416, 44.2,46,0
865,22,85,2044, 22.3,48,0
866,22,75,1414, 50.2,51,0
867,22,75,1678, 26.7,53,0
868,22,75,1594, 33.2,55,0
869,22,65,1514, 37.7,60,0
870,22,65,1358, 49.2,63,0
871,22,65,1325, 56.2,65,0
872,22,65,1339, 53.2,67,0
873,22,65,1335, 51.7,69,0
874,22,75,1892, 21.7,72,0
875,22,75,1575, 28.5,74,0
876,22,65,1444, 45.5,76,0
877,22,55,1915, 22.4,79,0
878,22,45,1584, 33.6,81,0
879,22,55,1685, 34.9,84,0
880,22,65,1337, 54.6,87,0
881,22,65,1235, 76.2,89,1
882,22,55,1464, 46.2,92,0
883,22,55,1739, 25.9,94,0
884,22,55,1490, 34.3,97,0
885,22,65,1356,48,99,0
886,22,55,1397,52,101,0
887,22,55,1458, 40.6,103,0
888,22,55,2161, 16.5,105,0
889,22,45,1651, 28.1,110,0
890,22,45,1389, 46.2,113,0
891,22,45,1370, 52.4,115,0
892,22,55,1408, 47.9,117,0
893,22,55,1343, 54.4,119,0
894,22,55,1423, 42.5,121,0
895,22,45,1426, 48.6,124,0
896,22,45,1435, 51.6,126,0
897,22,35,1573, 35.1,129,0
898,22,45,1612, 31.2,131,0
899,22,45,1446, 49.9,133,0
900,22,45,1329, 55.3,135,0
901,22,45,1569, 35.1,140,0
902,22,45,1256, 62.3,142,0
903,22,45,1383, 48.7,147,0
904,22,55,2270, 14.6,149,1
905,22,55,1458, 49.8,151,0
906,22,45,1474, 41.2,156,0
907,22,45,1462, 49.2,158,0
908,22,45,1669,29,161,0
909,22,35,1822, 24.3,164,0
910,22,35,1456, 39.2,167,0
911,22,35,1546, 35.9,169,0
912,22,45,1490, 42.7,171,0
913,22,45,1569, 40.4,174,0
914,22,35,1621, 29.5,176,0
915,22,25,1518, 40.6,178,0
916,22,25,1526, 38.2,181,0
917,22,15,1589, 36.2,184,0
918,22,15,1475,51,187,0
919,22,15,1473, 38.5,189,0
920,22,25,1407, 50.7,192,0
921,22,35,1518, 44.1,194,0
922,22,35,1593, 37.2,197,0
923,22,35,1380, 52.4,202,0
924,22,35,1423, 45.3,205,0
925,22,35,1800, 27.6,208,0
926,22,45,1623, 30.9,210,0
927,22,45,1372, 55.6,215,1
928,22,45,1396, 52.4,0,0
929,22,45,1949, 21.9,5,0
930,22,45,1419, 51.1,7,0
931,22,35,1453, 47.3,9,0
932,22,35,1542, 36.2,12,0
933,22,45,1363,50,14,0
934,22,35,1597, 37.2,16,0
935,22,35,1326, 50.8,18,0
936,22,35,1641, 36.6,21,0
937,22,45,1418, 46.2,24,0
938,22,45,1263, 61.8,27,0
939,22,45,1823, 25.8,29,0
940,22,35,1488, 40.7,31,0
941,22,45,1443, 48.9,33,0
942,22,45,1650, 28.2,35,0
943,22,55,1462, 44.3,37,0
944,22,45,1477,45,40,0
945,22,55,1712, 28.5,43,0
946,22,55,1347, 50.4,46,0
947,22,45,1287, 54.8,49,0
948,22,45,1428, 44.5,51,0
949,22,45,1426, 45.5,53,0
950,22,45,1636, 32.7,56,0
951,22,45,1424, 42.5,58,0
952,22,45,1509, 35.8,60,0
953,22,35,1448, 48.9,65,0
954,22,35,1650, 32.8,67,0
955,22,45,1414, 42.5,69,0
956,22,45,1911, 20.9,74,0
957,22,45,1632, 32.2,76,0
958,22,55,1387, 40.1,81,0
959,22,65,1399, 47.6,84,0
960,22,65,1505, 35.2,86,0
961,22,65,1534, 37.9,88,0
962,22,65,1493, 40.5,90,0
963,22,65,1480, 43.2,92,0
964,22,65,1621, 31.6,95,0
965,22,55,1737, 26.2,97,0
966,22,65,1508, 46.5,99,0
967,22,65,1641, 32.2,101,0
968,22,75,1532, 38.6,104,0
969,22,75,1547, 40.9,107,0
970,22,75,1412,41,109,0
971,22,65,1568, 35.1,111,0
972,22,75,1557, 41.1,113,0
973,22,65,1644, 35.2,115,0
974,22,75,1679, 30.4,117,0
975,22,85,1511, 35.2,119,0
976,22,85,1628, 36.8,121,0
977,22,85,1392, 51.3,124,0
978,22,85,1917,21,127,0
979,23,5,1526, 42.3,129,0
980,23,5,1389, 53.3,132,0
981,22,95,1409, 42.8,134,0
982,23,5,1655, 31.1,136,0
983,23,5,1516, 39.1,138,0
984,23,5,1526, 34.9,140,0
985,23,15,1419, 48.6,142,0
986,23,25,1748, 25.3,144,0
987,23,25,1638, 32.5,146,0
988,23,15,1534, 33.8,151,0
989,23,15,1774, 25.9,154,0
990,23,5,2119, 18.3,159,0
991,23,5,1414, 48.3,162,0
992,22,95,1523,42,164,0
993,22,95,1651, 35.7,167,0
994,22,95,1485,36,169,0
995,23,5,1168, 63.4,172,0
996,23,15,1566, 35.8,175,0
997,23,15,1286, 51.1,177,0
998,23,15,1446, 45.9,180,0
999,23,25,2071, 19.4,183,0
1000,23,15,1560, 33.2,186,0
1001,23,15,1654, 29.6,188,0
1002,23,15,1662, 32.9,190,0
1003,23,15,1646,35,192,0
1004,23,5,1444, 46.7,194,0
1005,23,15,1424,42,196,0
1006,23,5,1382,52,201,0
1007,23,5,1413, 53.4,203,0
1008,23,5,1633, 31.1,0,0
1009,23,5,1441, 41.7,3,0
1010,23,5,1385,44,5,0
1011,23,5,1552, 34.8,8,0
1012,23,5,1451, 42.8,11,0
1013,22,95,1433, 38.5,14,0
1014,22,95,1619, 29.7,17,0
1015,23,5,1445, 41.8,20,0
1016,23,5,1356, 43.6,22,0
1017,23,15,1319, 68.3,24,1
1018,23,15,1637, 31.6,27,0
1019,23,15,1291, 58.6,29,0
1020,23,15,1398, 52.7,31,0
1021,23,15,1372, 57.7,33,0
1022,23,15,1454, 42.5,35,0
1023,23,5,1515, 36.5,38,0
1024,23,5,1881, 24.3,40,0
1025,23,5,1711, 29.9,42,0
1026,23,5,1475,37,44,0
1027,23,25,1512, 36.8,46,0
1028,23,15,1335, 50.5,48,0
1029,23,15,1472, 39.9,51,0
1030,23,5,1477, 35.2,53,0
1031,23,15,1760, 28.4,56,0
1032,23,25,1549, 36.1,58,0
1033,23,15,1648,34,60,0
1034,23,25,1556,38,62,0
1035,23,15,1958, 19.1,67,0
1036,23,25,1403, 48.4,70,0
1037,23,25,1684, 31.4,72,0
1038,23,25,1596, 35.1,75,0
1039,23,45,1498, 41.1,80,0
1040,23,55,1524, 36.8,82,0
1041,23,55,1502, 43.9,84,0
1042,23,45,1809, 25.1,86,0
1043,23,45,1542, 37.4,88,0
1044,23,35,1431, 45.2,90,0
1045,23,35,1512, 43.6,92,0
1046,23,25,1403, 52.8,94,0
1047,23,25,1331, 47.8,99,0
1048,23,45,1474, 52.6,101,0
1049,23,35,1607, 33.5,104,0
1050,23,35,1415, 44.2,106,0
1051,23,45,1671, 28.8,108,0
1052,23,45,1556, 37.7,110,0
1053,23,55,1927, 23.9,112,0
1054,23,55,1597, 32.1,114,0
1055,23,65,1627, 30.5,117,0
1056,23,65,1480, 39.4,122,0
1057,23,65,1565, 39.5,124,0
1058,23,65,1573, 36.4,126,0
1059,23,55,1605, 31.3,128,0
1060,23,55,1874, 21.3,130,0
1061,23,55,1424, 53.8,133,0
1062,23,55,1420, 50.1,138,0
1063,23,65,1372,49,140,0
1064,23,65,1664, 32.8,142,0
1065,23,65,1409, 44.3,145,0
1066,23,65,1718, 25.2,148,0
1067,23,75,1544, 40.3,150,0
1068,23,75,1466, 45.7,153,0
1069,23,65,1394, 47.7,155,0
1070,23,75,1840, 24.6,157,0
1071,23,75,1477, 37.2,160,0
1072,23,75,1425, 49.1,163,0
1073,23,85,1414, 46.2,165,0
1074,23,85,1414, 47.5,168,0
1075,23,85,1595, 31.7,170,0
1076,23,75,1345, 54.5,172,0
1077,23,75,1653, 35.9,177,0
1078,23,65,1547, 36.5,179,0
1079,23,75,1656, 30.8,181,0
1080,23,85,1731, 28.5,186,0
1081,23,85,1774,28,188,0
1082,23,85,1521, 40.2,190,0
1083,23,95,1420, 39.8,192,0
1084,23,85,1683, 32.3,197,0
1085,23,85,1498, 47.1,199,0
1086,23,85,1385, 56.4,202,1
1087,23,85,1455,49,204,0
1088,23,75,1549, 35.8,206,1
1089,23,75,1392, 43.9,0,0
1090,23,75,2008, 17.5,3,0
1091,23,75,1464, 41.4,6,0
1092,23,85,1447, 46.4,8,0
1093,23,75,1685,32,10,0
1094,23,65,1443, 39.2,13,0
1095,23,75,1354, 44.4,16,0
1096,23,75,2721, 9.3,18,1
1097,23,85,1680, 35.8,20,0
1098,23,75,1397, 48.3,22,0
1099,23,75,1521, 37.9,27,0
1100,23,65,1472, 43.9,30,0
1101,23,65,1695,30,33,0
1102,23,55,1607, 33.6,38,0
1103,23,65,1347, 54.8,43,0
1104,23,55,1540, 38.7,45,0
1105,23,45,1389, 42.7,48,0
1106,23,45,1734,27,50,0
1107,23,55,1540, 38.6,53,0
1108,23,55,1515, 42.1,55,0
1109,23,45,1504, 45.8,58,0
1110,23,45,1557, 35.1,60,0
1111,23,35,1292, 52.5,62,0
1112,23,35,1432, 49.2,64,0
1113,23,35,1350, 55.6,69,0
1114,23,45,1790, 25.8,72,0
1115,23,25,1540, 37.4,75,0
1116,23,25,2077, 19.1,80,0
1117,23,25,1487, 37.5,83,0
1118,23,35,1523, 40.7,85,0
1119,23,35,1443, 41.8,87,0
1120,23,35,1340, 59.1,89,0
1121,23,45,1654,31,91,0
1122,23,45,1459, 40.2,96,0
1123,23,35,1541, 38.5,98,0
1124,23,45,1386, 62.3,100,1
1125,23,55,1258,69,105,1
1126,23,55,1375, 51.4,108,0
1127,23,65,1706, 30.8,111,0
1128,23,55,1672, 32.4,113,0
1129,23,65,1843, 25.2,116,0
1130,23,55,1690, 29.6,119,0
1131,23,65,1413, 46.5,121,0
1132,23,65,1489, 33.4,123,0
1133,23,65,1271, 61.4,125,0
1134,23,65,1418, 47.9,127,0
1135,23,75,1426, 50.7,130,0
1136,23,75,1535, 39.2,133,0
1137,23,75,1557, 38.1,135,0
1138,23,75,1653, 29.7,137,0
1139,23,75,1435, 41.6,139,0
1140,23,85,1569, 33.3,141,0
1141,23,75,1385, 44.8,144,0
1142,23,85,1635, 31.6,147,0
1143,23,75,1423, 43.9,149,0
1144,23,85,1479, 39.2,151,0
1145,23,85,1296, 69.1,153,1
1146,23,85,1553, 33.3,155,0
1147,23,85,1529, 42.2,157,0
1148,23,95,1690, 25.6,159,0
1149,23,95,1348,58,162,0
1150,24,5,1446, 38.5,164,0
1151,23,95,1456,50,166,0
1152,23,85,1350, 47.7,168,0
1153,23,95,1507, 38.3,170,0
1154,23,85,1448, 45.6,172,0
1155,23,75,1626, 29.9,177,0
1156,23,85,1846, 27.3,179,0
1157,23,85,1404, 40.7,184,0
1158,23,85,1583, 37.2,189,0
1159,23,85,1436, 47.7,191,0
1160,23,85,1609, 35.6,193,0
1161,23,85,1834, 23.8,195,0
1162,23,85,1316, 61.2,200,1
1163,23,75,1400, 57.1,202,1
1164,23,75,1367, 47.1,204,0
1165,23,95,1754, 30.3,206,0
1166,23,95,1487, 34.6,208,0
1167,23,95,1506, 37.7,210,0
1168,23,85,1362, 52.5,213,1
1169,23,95,1584, 36.8,215,0
1170,23,85,1355, 43.7,217,0
1171,23,95,1823, 24.3,219,0
1172,23,85,1517, 41.4,222,0
1173,23,95,1446, 36.6,227,0
1174,23,95,1559, 38.8,229,0
1175,23,95,1352, 44.4,0,0
1176,24,5,1578, 37.8,3,0
1177,24,5,1429,42,6,0
1178,24,5,1604, 39.4,9,0
1179,24,15,1398, 60.4,12,0
1180,24,15,1441, 43.4,14,0
1181,24,15,1531, 35.6,16,0
1182,24,5,1379, 52.1,21,0
1183,24,15,1410, 48.1,23,0
1184,24,15,1513, 40.5,25,0
1185,24,15,1497, 47.5,27,0
1186,24,15,1491, 46.5,29,0
1187,24,15,1417, 47.8,31,0
1188,24,25,1522,38,33,0
1189,24,15,1339, 52.1,36,0
1190,24,5,1794, 27.5,38,0
1191,24,5,1460, 42.1,41,0
1192,24,5,1776,28,43,0
1193,24,5,1431, 43.7,46,0
1194,23,95,1347, 50.8,49,0
1195,23,85,1507, 43.1,51,0
1196,23,85,1408, 47.9,54,0
1197,23,85,1493, 34.7,57,0
1198,23,75,1441, 47.6,60,0
1199,23,75,1557, 36.5,63,0
1200,23,75,1979, 20.4,68,0
1201,23,75,1430, 55.9,71,0
1202,23,75,1658,41,74,0
1203,23,85,1355, 51.4,76,0
1204,23,85,1410, 47.6,79,0
1205,23,75,1521, 34.5,84,0
1206,23,65,1371, 54.5,86,0
1207,23,75,1318, 53.5,88,0
1208,23,85,1573, 34.9,93,0
1209,23,85,1489, 44.1,96,0
1210,23,85,2540, 13.3,98,0
1211,23,85,1537,39,103,0
1212,23,75,1416, 46.9,105,0
1213,23,75,1359, 56.5,110,0
1214,23,65,1551, 38.9,112,0
1215,23,65,1694,33,115,0
1216,23,65,1709, 28.4,118,0
1217,23,75,1514,41,120,0
1218,23,85,1455, 43.5,122,0
1219,23,85,1702, 30.7,124,0
1220,23,75,1357, 41.8,127,0
1221,23,85,1577, 29.4,130,0
1222,23,85,1399, 46.4,132,0
1223,23,85,1399,59,135,0
1224,23,85,1492, 48.1,137,0
1225,23,95,1763, 25.7,139,0
1226,23,95,1492, 41.5,141,0
1227,23,95,1488, 42.5,146,0
1228,23,95,1422, 42.1,148,0
1229,23,95,1583, 38.2,150,0
1230,23,95,1304, 53.5,153,0
1231,23,95,1880, 23.5,155,0
1232,24,5,1604, 40.7,158,0
1233,24,5,1500, 37.1,161,0
1234,24,5,1364, 55.6,163,0
1235,24,5,2440,14,166,0
1236,23,95,1654, 31.4,171,0
1237,23,95,1359, 46.6,176,0
1238,23,95,1502, 37.3,181,0
1239,23,95,1615, 32.6,184,0
1240,24,5,1482, 39.3,187,0
1241,24,5,1636, 31.3,192,0
1242,23,95,1621, 32.4,194,0
1243,23,95,1468, 44.4,197,0
1244,23,95,1432, 53.4,199,0
1245,23,95,1726, 28.4,202,0
1246,23,95,1588, 33.4,204,0
1247,24,5,1653, 33.3,207,0
1248,24,5,1513, 42.9,212,0
1249,24,5,1489, 40.2,214,0
1250,24,15,1467, 36.8,216,0
1251,24,15,1549, 36.1,218,0
1252,24,25,1359, 48.7,220,0
1253,24,35,1533, 41.5,223,0
1254,24,35,1309, 57.3,0,0
1255,24,35,1430, 49.4,2,0
1256,24,35,1419, 50.7,7,0
1257,24,35,1535, 37.7,12,0
1258,24,35,1466,43,15,0
1259,24,35,1427, 50.4,17,0
1260,24,35,1280, 48.5,19,0
1261,24,45,1528, 33.8,22,0
1262,24,45,1885, 25.2,24,0
1263,24,65,1648,33,29,0
1264,24,65,1400, 56.9,34,0
1265,24,65,2243, 15.7,36,0
1266,24,75,1558, 35.7,39,0
1267,24,85,1633, 34.8,41,0
1268,24,95,1549, 38.7,43,0
1269,24,85,1496, 45.8,46,0
1270,24,95,1467, 41.8,48,0
1271,24,85,1276, 65.9,50,0
1272,24,85,1490, 40.5,53,0
1273,24,85,1562, 38.1,58,0
1274,24,95,1397, 48.2,63,0
1275,24,95,1530, 40.2,65,0
1276,24,95,1362, 47.6,70,0
1277,25,5,1693, 34.4,73,0
1278,25,5,1408, 46.5,76,0
1279,25,5,1398, 52.9,79,0
1280,25,15,1531, 40.1,81,0
1281,25,15,1521, 37.1,84,0
1282,25,15,1427, 54.3,89,0
1283,25,15,1546, 36.1,94,0
1284,25,15,1356, 45.4,96,0
1285,25,25,2153, 15.3,98,1
1286,25,35,1492, 41.7,100,0
1287,25,35,1582, 40.3,103,0
1288,25,35,1419, 41.5,105,0
1289,25,35,1441, 48.2,107,0
1290,25,45,1635, 32.2,110,0
1291,25,45,1429, 45.8,113,0
1292,25,45,1675, 28.4,115,0
1293,25,55,1868, 23.8,118,0
1294,25,55,1582, 33.4,121,0
1295,25,65,1486, 40.3,126,0
1296,25,55,1402, 54.3,128,0
1297,25,55,1621, 34.1,130,0
1298,25,65,1428, 42.4,132,0
1299,25,55,1343, 53.6,134,0
1300,25,55,1458, 40.2,137,0
1301,25,55,1322,57,140,0
1302,25,55,1483, 32.8,142,0
1303,25,45,1505, 45.7,144,0
1304,25,55,1593, 42.5,146,0
1305,25,65,2098, 19.6,148,0
1306,25,65,1672, 30.4,150,0
1307,25,65,1487, 41.4,152,0
1308,25,65,1423, 42.1,154,0
1309,25,75,1750,25,156,0
1310,25,75,1654, 31.1,158,0
1311,25,75,1498, 50.2,160,0
1312,25,75,1587, 30.2,162,0
1313,25,75,1473, 42.6,164,0
1314,25,75,1359, 56.9,166,0
1315,25,85,1635, 34.5,168,0
1316,25,85,1520,45,171,0
1317,25,85,1507, 36.7,173,0
1318,25,85,1428, 46.3,175,0
1319,25,85,1582, 33.3,177,0
1320,25,85,1929, 24.4,180,0
1321,25,85,1540, 38.1,182,0
1322,25,75,1362,53,185,0
1323,25,75,1452, 49.9,187,0
1324,25,75,1361, 51.7,192,0
1325,25,65,1243, 74.5,194,1
1326,25,65,1567, 36.8,197,0
1327,25,75,1411, 46.5,202,0
1328,25,65,1814, 26.8,204,0
1329,25,65,1719, 28.8,206,0
1330,25,65,1663, 30.4,209,0
1331,25,75,1696, 30.2,214,0
1332,25,75,1771, 26.8,216,0
1333,25,85,1868,24,221,0
1334,25,85,1558, 35.4,223,0
1335,25,85,1365, 49.1,226,1
1336,25,85,1371, 53.8,228,1
1337,25,75,1583, 32.6,230,0
1338,25,55,1613,36,0,0
1339,25,45,1721, 27.2,5,0
1340,25,45,1668, 31.5,7,0
1341,25,45,1569, 36.3,10,0
1342,25,45,1328, 50.5,12,0
1343,25,45,1596,33,15,0
1344,25,35,1676, 32.7,18,0
1345,25,35,1809, 28.9,20,0
1346,25,35,1804, 26.1,22,0
1347,25,45,1533, 33.9,24,0
1348,25,55,1717, 27.3,26,0
1349,25,55,1363, 45.5,28,0
1350,25,55,1402, 45.9,30,0
1351,25,55,1436, 47.5,32,0
1352,25,55,1525, 43.7,34,0
1353,25,55,1598, 33.3,36,0
1354,25,45,1444, 48.1,39,0
1355,25,45,1334,48,42,0
1356,25,45,1681, 35.5,44,0
1357,25,45,1593, 37.4,47,0
1358,25,45,1461, 45.7,49,0
1359,25,55,1693, 31.9,51,0
1360,25,55,1404, 50.3,54,0
1361,25,65,1707, 27.6,56,0
1362,25,45,1458, 41.9,61,0
1363,25,45,1517, 41.2,64,0
1364,25,55,1433, 54.6,66,0
1365,25,55,1566, 33.1,68,0
1366,25,55,1676, 33.5,70,0
1367,25,55,1368, 56.8,72,0
1368,25,65,1581, 37.5,75,0
1369,25,65,1708, 27.1,78,0
1370,25,55,1481, 41.5,83,0
1371,25,55,1451,40,86,0
1372,25,55,1495, 38.7,88,0
1373,25,65,1573, 41.8,91,0
1374,25,65,1366,59,94,0
1375,25,65,1553, 36.8,97,0
1376,25,65,1528, 37.1,99,0
1377,25,65,1527, 31.2,102,0
1378,25,65,1461, 46.7,105,0
1379,25,65,1455, 44.9,107,0
1380,25,55,1620, 34.8,112,0
1381,25,55,1786, 27.7,114,0
1382,25,65,1583, 35.7,116,0
1383,25,65,1653, 30.3,119,0
1384,25,75,1331,49,121,0
1385,25,75,1484, 43.8,124,0
1386,25,75,1603, 36.1,126,0
1387,25,75,1445,40,129,0
1388,25,75,1823, 26.1,131,0
1389,25,75,1491, 45.3,133,0
1390,25,75,1533, 42.8,138,0
1391,25,75,1409, 54.8,140,0
1392,25,75,2737, 8.8,142,1
1393,25,85,1494, 46.6,144,0
1394,25,95,1594, 33.3,147,0
1395,25,95,1527,44,149,0
1396,25,95,1452, 39.7,151,0
1397,25,85,1483, 39.2,153,0
1398,25,95,1569, 38.2,155,0
1399,25,95,1472, 46.6,157,0
1400,25,85,1533, 43.5,159,0
1401,25,75,1366, 62.7,161,0
1402,25,75,1532, 37.7,166,0
1403,25,75,1313, 56.8,171,0
1404,25,85,1372,48,174,0
1405,25,75,1555, 40.6,176,0
1406,25,75,1394, 42.7,179,0
1407,25,75,1442,48,181,0
1408,25,75,1564, 33.8,183,0
1409,25,75,1452, 48.9,185,0
1410,25,75,1466, 42.5,187,0
1411,25,75,1469, 53.2,189,0
1412,25,75,1944, 23.4,192,0
1413,25,65,1415, 53.2,194,0
1414,25,55,1528, 36.7,197,0
1415,25,55,1570, 42.1,200,0
1416,25,55,1617,33,203,0
1417,25,55,2083, 18.2,205,0
1418,25,55,1541, 38.5,208,0
1419,25,65,1320, 47.4,210,0
1420,25,55,1354, 53.3,212,1
1421,25,65,1495, 35.2,214,0
1422,25,55,1589, 31.8,217,0
1423,25,55,1530, 35.5,0,0
1424,25,55,1539, 33.4,2,0
1425,25,55,1462, 46.8,4,0
1426,25,45,1356,54,6,0
1427,25,55,1622, 34.6,8,0
1428,25,55,1394, 40.3,11,0
1429,25,65,1568, 33.7,13,0
1430,25,75,1456, 43.8,15,0
1431,25,75,1378, 49.3,18,0
1432,25,75,1404, 41.4,20,0
1433,25,65,1437, 42.8,23,0
1434,25,65,1363,44,25,0
1435,25,65,1377, 49.6,27,0
1436,25,65,1526, 42.1,30,0
1437,25,65,1510, 44.2,35,0
1438,25,65,1439, 45.2,40,1
1439,25,65,1482, 39.1,45,0
1440,25,65,1534,37,47,0
1441,25,65,1741, 27.7,50,0
1442,25,65,1550, 38.8,53,0
1443,25,65,1486, 38.5,55,0
1444,25,75,1602, 38.2,58,0
1445,25,85,1477, 37.9,60,0
1446,25,85,1618, 29.2,62,0
1447,25,85,1628, 35.8,64,0
1448,25,85,1662, 33.6,67,0
1449,25,85,1657,31,70,0
1450,25,85,1677, 30.8,73,0
1451,25,85,1447, 39.9,78,0
1452,25,75,1831, 25.4,81,0
1453,25,85,1584, 34.4,83,0
1454,25,95,1450, 40.9,85,0
1455,25,95,1428, 46.9,87,0
1456,25,85,1382,53,89,0
1457,25,85,1501,43,91,0
1458,25,85,1475, 42.4,93,0
1459,25,75,1364,54,95,0
1460,25,85,1472, 36.1,97,0
1461,25,85,1437, 47.8,99,0
1462,25,75,1491, 45.1,101,0
1463,25,75,1706, 27.6,103,0
1464,25,65,1607, 39.5,105,0
1465,25,65,1412, 46.3,107,0
1466,25,55,1546, 40.9,109,0
1467,25,55,1365, 50.5,111,0
1468,25,45,1544, 30.2,113,0
1469,25,45,1419, 44.9,115,0
1470,25,45,1497, 41.6,118,0
1471,25,35,1437, 42.6,120,0
1472,25,35,1421, 53.6,122,0
1473,25,35,1438, 44.5,124,0
1474,25,35,1315, 48.9,127,0
1475,25,35,1366, 61.9,130,0
1476,25,25,1519, 35.4,133,0
1477,25,25,1692, 28.3,136,0
1478,25,15,1570, 35.6,138,0
1479,25,15,1568, 35.8,140,0
1480,25,5,1355, 43.8,142,0
1481,25,5,2056, 18.7,144,0
1482,25,5,1332, 60.2,147,0
1483,24,95,1448, 52.5,150,0
1484,24,85,1578, 35.6,153,0
1485,24,85,1562, 39.2,155,0
1486,24,95,1976, 19.3,158,0
1487,25,5,1524, 34.6,161,0
1488,25,5,1429, 48.5,164,0
1489,25,5,1568, 36.3,166,0
1490,25,5,1723, 26.6,168,0
1491,25,5,1341, 43.8,171,0
1492,24,95,1353, 46.2,173,0
1493,24,85,1479, 58.5,176,1
1494,24,85,1496, 44.9,179,0
1495,24,85,1377, 48.5,181,0
1496,24,75,1383, 44.6,184,0
1497,24,85,1268, 69.4,189,1
1498,24,85,1629, 34.3,191,0
1499,24,85,1790, 27.2,193,0
1500,24,95,2206, 16.3,195,0
1501,24,85,2101, 17.4,198,0
1502,24,85,1436, 48.2,201,0
1503,24,85,1462, 48.2,204,0
1504,24,85,1771, 26.2,206,0
1505,24,85,1506,47,208,0
1506,24,85,1626, 36.7,210,0
1507,24,85,1610, 33.7,212,0
1508,24,85,1376, 55.7,214,0
1509,24,85,1507, 37.3,217,0
1510,24,85,1429, 37.7,220,1
1511,24,95,1547, 38.9,0,0
1512,24,95,1642, 30.3,3,0
1513,24,85,1503, 36.3,5,0
1514,24,95,1568, 32.9,10,0
1515,24,95,1628, 37.6,12,0
1516,25,5,1614, 35.5,15,0
1517,25,5,1278,54,18,0
1518,25,5,1408, 38.8,20,0
1519,25,5,1371, 55.7,23,0
1520,25,5,1512, 38.5,28,0
1521,25,15,1472, 40.1,31,0
1522,25,5,1585, 34.3,33,0
1523,25,5,1562, 37.7,36,0
1524,25,15,1519, 36.9,41,0
1525,25,5,1601, 35.8,43,0
1526,25,5,2449, 13.8,45,0
1527,24,95,1787, 27.6,47,0
1528,24,95,1425, 44.5,49,0
1529,24,95,1559,34,54,0
1530,24,95,1557,36,56,0
1531,24,95,1497, 40.5,58,0
1532,24,95,1438, 41.4,60,0
1533,24,95,1417, 39.2,65,0
1534,24,85,1339, 51.4,68,0
1535,24,85,1757, 29.1,71,0
